unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
11_101_,Total,True,2000,25.8,UZB
11_101_,Total,True,2001,21.9,UZB
11_101_,Total,True,2002,21.0,UZB
11_101_,Total,True,2003,22.0,UZB
11_101_,Total,True,2004,22.2,UZB
11_101_,Total,True,2005,22.3,UZB
11_101_,Total,True,2006,21.4,UZB
11_101_,Total,True,2007,14.9,UZB
11_101_,Total,True,2008,16.5,UZB
11_101_,Total,True,2009,15.9,UZB
11_101_,Total,True,2010,12.7,UZB
11_101_,Total,True,2011,11.5,UZB
11_101_,Total,True,2012,11.6,UZB
11_101_,Total,True,2013,11.0,UZB
11_101_,Total,True,2014,8.8,UZB
11_101_,Total,True,2015,8.6,UZB
11_101_,Total,True,2016,8.2,UZB
11_101_,Total,True,2017,8.1,UZB
11_101_,Total,True,2018,7.8,UZB
11_101_,Total,True,2019,9.1,UZB
11_101_,Total,True,2020,10.0,UZB
11_101_,Total,True,2021,10.7,UZB
