unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
01_101_,Total,True,2000,0.0,UZB
01_101_,Total,True,2001,0.0,UZB
01_101_,Total,True,2002,0.0,UZB
01_101_,Total,True,2003,0.0,UZB
01_101_,Total,True,2004,0.0,UZB
01_101_,Total,True,2005,0.0,UZB
01_101_,Total,True,2006,0.0,UZB
01_101_,Total,True,2007,0.0,UZB
01_101_,Total,True,2008,0.0,UZB
01_101_,Total,True,2009,0.0,UZB
01_101_,Total,True,2010,11.5,UZB
01_101_,Total,True,2011,11.5,UZB
01_101_,Total,True,2012,11.4,UZB
01_101_,Total,True,2013,11.4,UZB
01_101_,Total,True,2014,11.3,UZB
01_101_,Total,True,2015,11.3,UZB
01_101_,Total,True,2016,11.3,UZB
01_101_,Total,True,2017,11.9,UZB
01_101_,Total,True,2018,12.0,UZB
01_101_,Total,True,2019,11.9,UZB
01_101_,Total,True,2020,11.9,UZB
01_101_,Total,True,2021,12.1,UZB
12_135_,Men,True,2000,0.0,UZB
12_135_,Men,True,2001,0.0,UZB
12_135_,Men,True,2002,0.0,UZB
12_135_,Men,True,2003,0.0,UZB
12_135_,Men,True,2004,0.0,UZB
12_135_,Men,True,2005,0.0,UZB
12_135_,Men,True,2006,0.0,UZB
12_135_,Men,True,2007,0.0,UZB
12_135_,Men,True,2008,0.0,UZB
12_135_,Men,True,2009,0.0,UZB
12_135_,Men,True,2010,0.0,UZB
12_135_,Men,True,2011,0.0,UZB
12_135_,Men,True,2012,0.0,UZB
12_135_,Men,True,2013,0.0,UZB
12_135_,Men,True,2014,0.0,UZB
12_135_,Men,True,2015,0.0,UZB
12_135_,Men,True,2016,0.0,UZB
12_135_,Men,True,2017,0.0,UZB
12_135_,Men,True,2018,11.3,UZB
12_135_,Men,True,2019,10.8,UZB
12_135_,Men,True,2020,0.0,UZB
12_135_,Men,True,2021,11.2,UZB
12_136_,Women,True,2000,0.0,UZB
12_136_,Women,True,2001,0.0,UZB
12_136_,Women,True,2002,0.0,UZB
12_136_,Women,True,2003,0.0,UZB
12_136_,Women,True,2004,0.0,UZB
12_136_,Women,True,2005,0.0,UZB
12_136_,Women,True,2006,0.0,UZB
12_136_,Women,True,2007,0.0,UZB
12_136_,Women,True,2008,0.0,UZB
12_136_,Women,True,2009,0.0,UZB
12_136_,Women,True,2010,0.0,UZB
12_136_,Women,True,2011,0.0,UZB
12_136_,Women,True,2012,0.0,UZB
12_136_,Women,True,2013,0.0,UZB
12_136_,Women,True,2014,0.0,UZB
12_136_,Women,True,2015,0.0,UZB
12_136_,Women,True,2016,0.0,UZB
12_136_,Women,True,2017,0.0,UZB
12_136_,Women,True,2018,13.1,UZB
12_136_,Women,True,2019,13.5,UZB
12_136_,Women,True,2020,0.0,UZB
12_136_,Women,True,2021,13.5,UZB
