unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
14_101_,Total,True,2000,0.0,UZB
14_101_,Total,True,2001,73.3,UZB
14_101_,Total,True,2002,79.4,UZB
14_101_,Total,True,2003,77.6,UZB
14_101_,Total,True,2004,75.8,UZB
14_101_,Total,True,2005,76.0,UZB
14_101_,Total,True,2006,70.4,UZB
14_101_,Total,True,2007,67.5,UZB
14_101_,Total,True,2008,64.7,UZB
14_101_,Total,True,2009,63.8,UZB
14_101_,Total,True,2010,60.9,UZB
14_101_,Total,True,2011,53.1,UZB
14_101_,Total,True,2012,51.6,UZB
14_101_,Total,True,2013,50.8,UZB
14_101_,Total,True,2014,47.8,UZB
14_101_,Total,True,2015,46.9,UZB
14_101_,Total,True,2016,45.3,UZB
14_101_,Total,True,2017,44.9,UZB
14_101_,Total,True,2018,43.0,UZB
14_101_,Total,True,2019,43.2,UZB
14_101_,Total,True,2020,0.0,UZB
14_101_,Total,True,2021,34.8,UZB
14_135_,Men,True,2000,50.6,UZB
14_135_,Men,True,2001,51.3,UZB
14_135_,Men,True,2002,52.4,UZB
14_135_,Men,True,2003,51.8,UZB
14_135_,Men,True,2004,50.1,UZB
14_135_,Men,True,2005,50.3,UZB
14_135_,Men,True,2006,51.2,UZB
14_135_,Men,True,2007,54.7,UZB
14_135_,Men,True,2008,55.6,UZB
14_135_,Men,True,2009,50.7,UZB
14_135_,Men,True,2010,51.4,UZB
14_135_,Men,True,2011,52.9,UZB
14_135_,Men,True,2012,53.3,UZB
14_135_,Men,True,2013,51.6,UZB
14_135_,Men,True,2014,52.4,UZB
14_135_,Men,True,2015,53.6,UZB
14_135_,Men,True,2016,50.3,UZB
14_135_,Men,True,2017,50.2,UZB
14_135_,Men,True,2018,46.4,UZB
14_135_,Men,True,2019,46.9,UZB
14_135_,Men,True,2020,0.0,UZB
14_135_,Men,True,2021,36.3,UZB
14_136_,Women,True,2000,45.1,UZB
14_136_,Women,True,2001,46.2,UZB
14_136_,Women,True,2002,47.3,UZB
14_136_,Women,True,2003,45.5,UZB
14_136_,Women,True,2004,46.9,UZB
14_136_,Women,True,2005,40.8,UZB
14_136_,Women,True,2006,41.7,UZB
14_136_,Women,True,2007,43.2,UZB
14_136_,Women,True,2008,45.7,UZB
14_136_,Women,True,2009,45.8,UZB
14_136_,Women,True,2010,44.5,UZB
14_136_,Women,True,2011,41.6,UZB
14_136_,Women,True,2012,40.8,UZB
14_136_,Women,True,2013,38.7,UZB
14_136_,Women,True,2014,39.9,UZB
14_136_,Women,True,2015,40.1,UZB
14_136_,Women,True,2016,40.3,UZB
14_136_,Women,True,2017,39.6,UZB
14_136_,Women,True,2018,39.5,UZB
14_136_,Women,True,2019,35.6,UZB
14_136_,Women,True,2020,0.0,UZB
14_136_,Women,True,2021,33.3,UZB
14_138_,18 years and older,True,2000,101.2,UZB
14_138_,18 years and older,True,2001,101.7,UZB
14_138_,18 years and older,True,2002,101.9,UZB
14_138_,18 years and older,True,2003,102.1,UZB
14_138_,18 years and older,True,2004,103.0,UZB
14_138_,18 years and older,True,2005,103.8,UZB
14_138_,18 years and older,True,2006,94.1,UZB
14_138_,18 years and older,True,2007,89.9,UZB
14_138_,18 years and older,True,2008,85.0,UZB
14_138_,18 years and older,True,2009,82.9,UZB
14_138_,18 years and older,True,2010,80.4,UZB
14_138_,18 years and older,True,2011,68.8,UZB
14_138_,18 years and older,True,2012,66.9,UZB
14_138_,18 years and older,True,2013,65.1,UZB
14_138_,18 years and older,True,2014,61.1,UZB
14_138_,18 years and older,True,2015,60.1,UZB
14_138_,18 years and older,True,2016,56.9,UZB
14_138_,18 years and older,True,2017,56.7,UZB
14_138_,18 years and older,True,2018,53.9,UZB
14_138_,18 years and older,True,2019,53.7,UZB
14_138_,18 years and older,True,2020,0.0,UZB
14_138_,18 years and older,True,2021,38.6,UZB
14_139_,0-14 years old,True,2000,31.4,UZB
14_139_,0-14 years old,True,2001,32.8,UZB
14_139_,0-14 years old,True,2002,33.0,UZB
14_139_,0-14 years old,True,2003,9.4,UZB
14_139_,0-14 years old,True,2004,8.8,UZB
14_139_,0-14 years old,True,2005,33.0,UZB
14_139_,0-14 years old,True,2006,32.3,UZB
14_139_,0-14 years old,True,2007,31.4,UZB
14_139_,0-14 years old,True,2008,31.2,UZB
14_139_,0-14 years old,True,2009,31.6,UZB
14_139_,0-14 years old,True,2010,31.6,UZB
14_139_,0-14 years old,True,2011,23.6,UZB
14_139_,0-14 years old,True,2012,22.5,UZB
14_139_,0-14 years old,True,2013,23.0,UZB
14_139_,0-14 years old,True,2014,21.3,UZB
14_139_,0-14 years old,True,2015,20.1,UZB
14_139_,0-14 years old,True,2016,22.1,UZB
14_139_,0-14 years old,True,2017,21.0,UZB
14_139_,0-14 years old,True,2018,21.0,UZB
14_139_,0-14 years old,True,2019,22.2,UZB
14_139_,0-14 years old,True,2020,0.0,UZB
14_139_,0-14 years old,True,2021,17.4,UZB
14_140_,15-17 years old,True,2000,46.7,UZB
14_140_,15-17 years old,True,2001,45.2,UZB
14_140_,15-17 years old,True,2002,45.4,UZB
14_140_,15-17 years old,True,2003,44.8,UZB
14_140_,15-17 years old,True,2004,45.2,UZB
14_140_,15-17 years old,True,2005,41.5,UZB
14_140_,15-17 years old,True,2006,41.1,UZB
14_140_,15-17 years old,True,2007,33.6,UZB
14_140_,15-17 years old,True,2008,32.4,UZB
14_140_,15-17 years old,True,2009,30.1,UZB
14_140_,15-17 years old,True,2010,28.1,UZB
14_140_,15-17 years old,True,2011,27.2,UZB
14_140_,15-17 years old,True,2012,23.4,UZB
14_140_,15-17 years old,True,2013,23.4,UZB
14_140_,15-17 years old,True,2014,23.8,UZB
14_140_,15-17 years old,True,2015,22.0,UZB
