unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
01_101_,Total,True,2000,0.0,UZB
01_101_,Total,True,2001,0.0,UZB
01_101_,Total,True,2002,0.0,UZB
01_101_,Total,True,2003,0.0,UZB
01_101_,Total,True,2004,0.0,UZB
01_101_,Total,True,2005,0.0,UZB
01_101_,Total,True,2006,0.0,UZB
01_101_,Total,True,2007,0.0,UZB
01_101_,Total,True,2008,0.0,UZB
01_101_,Total,True,2009,0.0,UZB
01_101_,Total,True,2010,0.0,UZB
01_101_,Total,True,2011,0.0,UZB
01_101_,Total,True,2012,11.5,UZB
01_101_,Total,True,2013,14.8,UZB
01_101_,Total,True,2014,10.3,UZB
01_101_,Total,True,2015,9.5,UZB
01_101_,Total,True,2016,8.7,UZB
01_101_,Total,True,2017,8.1,UZB
01_101_,Total,True,2018,7.9,UZB
01_101_,Total,True,2019,5.7,UZB
01_101_,Total,True,2020,8.5,UZB
01_101_,Total,True,2021,48.0,UZB
