unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
12_101_,Total,True,2000,13.8,UZB
12_101_,Total,True,2001,14.2,UZB
12_101_,Total,True,2002,14.8,UZB
12_101_,Total,True,2003,15.1,UZB
12_101_,Total,True,2004,15.7,UZB
12_101_,Total,True,2005,15.5,UZB
12_101_,Total,True,2006,16.5,UZB
12_101_,Total,True,2007,20.8,UZB
12_101_,Total,True,2008,18.9,UZB
12_101_,Total,True,2009,19.7,UZB
12_101_,Total,True,2010,18.0,UZB
12_101_,Total,True,2011,18.6,UZB
12_101_,Total,True,2012,22.4,UZB
12_101_,Total,True,2013,20.5,UZB
12_101_,Total,True,2014,21.8,UZB
12_101_,Total,True,2015,21.9,UZB
12_101_,Total,True,2016,29.7,UZB
12_101_,Total,True,2017,30.8,UZB
12_101_,Total,True,2018,40.6,UZB
12_101_,Total,True,2019,62.7,UZB
12_101_,Total,True,2020,68.0,UZB
12_101_,Total,True,2021,75.1,UZB
12_124_,Girls,True,2000,0.0,UZB
12_124_,Girls,True,2001,0.0,UZB
12_124_,Girls,True,2002,0.0,UZB
12_124_,Girls,True,2003,0.0,UZB
12_124_,Girls,True,2004,0.0,UZB
12_124_,Girls,True,2005,0.0,UZB
12_124_,Girls,True,2006,0.0,UZB
12_124_,Girls,True,2007,20.9,UZB
12_124_,Girls,True,2008,18.9,UZB
12_124_,Girls,True,2009,19.7,UZB
12_124_,Girls,True,2010,17.8,UZB
12_124_,Girls,True,2011,18.4,UZB
12_124_,Girls,True,2012,22.6,UZB
12_124_,Girls,True,2013,19.8,UZB
12_124_,Girls,True,2014,20.1,UZB
12_124_,Girls,True,2015,21.6,UZB
12_124_,Girls,True,2016,28.8,UZB
12_124_,Girls,True,2017,30.6,UZB
12_124_,Girls,True,2018,39.8,UZB
12_124_,Girls,True,2019,62.6,UZB
12_124_,Girls,True,2020,68.5,UZB
12_124_,Girls,True,2021,76.4,UZB
12_125_,Boys,True,2000,0.0,UZB
12_125_,Boys,True,2001,0.0,UZB
12_125_,Boys,True,2002,0.0,UZB
12_125_,Boys,True,2003,0.0,UZB
12_125_,Boys,True,2004,0.0,UZB
12_125_,Boys,True,2005,0.0,UZB
12_125_,Boys,True,2006,0.0,UZB
12_125_,Boys,True,2007,20.6,UZB
12_125_,Boys,True,2008,18.8,UZB
12_125_,Boys,True,2009,19.7,UZB
12_125_,Boys,True,2010,18.2,UZB
12_125_,Boys,True,2011,18.7,UZB
12_125_,Boys,True,2012,19.5,UZB
12_125_,Boys,True,2013,21.2,UZB
12_125_,Boys,True,2014,21.5,UZB
12_125_,Boys,True,2015,22.6,UZB
12_125_,Boys,True,2016,30.5,UZB
12_125_,Boys,True,2017,31.0,UZB
12_125_,Boys,True,2018,41.2,UZB
12_125_,Boys,True,2019,62.8,UZB
12_125_,Boys,True,2020,67.5,UZB
12_125_,Boys,True,2021,73.9,UZB
