unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,1
01_101_,Total,True,2001,0.9
01_101_,Total,True,2002,1.1
01_101_,Total,True,2003,0.9
01_101_,Total,True,2004,0.9
01_101_,Total,True,2005,1
01_101_,Total,True,2006,1.1
01_101_,Total,True,2007,1.1
01_101_,Total,True,2008,1
01_101_,Total,True,2009,1
01_101_,Total,True,2010,1.1
01_101_,Total,True,2011,1
01_101_,Total,True,2012,1.1
01_101_,Total,True,2013,1
01_101_,Total,True,2014,1
01_101_,Total,True,2015,1
01_101_,Total,True,2016,0.9
01_101_,Total,True,2017,1
01_101_,Total,True,2018,1.1
01_101_,Total,True,2019,1.1
01_101_,Total,True,2020,0.8
01_101_,Total,True,2021,1.1
